object name,library name,text,rodata,data,bss,code,flash,ram
ql_atcmd_handler.c.obj,lib\libql_open_at.a,284,226,0,0,510,510,0
rpc_aud.c.obj,lib\librpc_core.a,1498,0,0,0,1498,1498,0
rpc_daemon.c.obj,lib\librpc_core.a,1100,359,0,4,1459,1459,4
rpc_dispatch_ap.c.obj,lib\librpc_core.a,136,19858,0,0,19994,19994,0
rpc_hello_ap.c.obj,lib\librpc_core.a,42,27,0,0,69,69,0
aes.c.obj,lib\libservice.a,2584,0,0,8748,2584,2584,8748
bignum.c.obj,lib\libservice.a,5090,0,0,0,5090,5090,0
rsa.c.obj,lib\libservice.a,996,80,0,0,1076,1076,0
sha1.c.obj,lib\libservice.a,4350,64,0,0,4414,4414,0
sha2.c.obj,lib\libservice.a,7630,64,0,0,7694,7694,0
simlock.c.obj,lib\libservice.a,1378,525,0,0,1903,1903,0
simlock_aescrypt.c.obj,lib\libservice.a,288,101,0,0,389,389,0
simlock_storage.c.obj,lib\libservice.a,420,361,0,0,781,781,0
srv_bt_trace.c.obj,lib\libservice.a,396,122,0,0,518,518,0
srv_dtr.c.obj,lib\libservice.a,24,0,0,32,24,24,32
srv_fs_trace.c.obj,lib\libservice.a,2410,293,4,0,2703,2707,4
srv_keypad.c.obj,lib\libservice.a,676,81,0,4,757,757,4
srv_pm.c.obj,lib\libservice.a,1250,274,0,0,1524,1524,0
srv_pm_main.c.obj,lib\libservice.a,100,18,0,4,118,118,4
srv_rf_param.c.obj,lib\libservice.a,294,140,0,0,434,434,0
srv_sim_detect.c.obj,lib\libservice.a,556,63,0,40,619,619,40
srv_simlock.c.obj,lib\libservice.a,2522,1740,0,12,4262,4262,12
srv_usb.c.obj,lib\libservice.a,92,20,0,0,112,112,0
srv_wdt.c.obj,lib\libservice.a,130,0,0,8,130,130,8
sffs.c.obj,lib\libsffs_core.a,10738,36,0,0,10774,10774,0
lib_a-environ.o,..\..\components\newlib\armca5\libc.a,0,0,4,4,0,4,8
quec_boot_pin_map.c.obj,lib\libboot_ex_ql_pin.a,0,0,104,1,0,104,105
vectors.S.obj,lib\libkernel.a,0,0,0,0,0,0,0
