object name,library name,text,rodata,data,bss,code,flash,ram
hal_delay.c.obj,lib\libhal.a,108,0,0,0,108,108,0
hal_reg_apply.c.obj,lib\libhal.a,86,0,0,0,86,86,0
portASM.S.obj,lib\libkernel.a,664,0,0,0,664,664,0
port.c.obj,lib\libkernel.a,216,8,0,12,224,224,12
osi_irq.c.obj,lib\libkernel.a,808,0,0,1312,808,808,1312
osi_profile.c.obj,lib\libkernel.a,484,0,0,49172,484,484,49172
hal_chip_8910.c.obj,lib\libhal.a,1234,134,0,5,1368,1368,5
osi_blue_screen.c.obj,lib\libkernel.a,272,16,0,146,288,288,146
osi_chip_8910.c.obj,lib\libkernel.a,2062,422,0,48,2484,2484,48
drv_spi_flash.c.obj,lib\libdriver.a,132,108,136,8,240,376,144
hal_spi_flash.c.obj,lib\libhal.a,0,25,0,8,25,25,8
osi_log.c.obj,lib\libosi_lib.a,1500,55,0,85,1555,1555,85
osi_trace.c.obj,lib\libosi_lib.a,584,0,0,65908,584,584,65908
lib_a-access.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-atoi.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-atol.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-bsearch.o,..\..\components\newlib\armca5\libc.a,70,0,0,0,70,70,0
lib_a-ctype_.o,..\..\components\newlib\armca5\libc.a,0,257,0,0,257,257,0
lib_a-div.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-dtoa.o,..\..\components\newlib\armca5\libc.a,2934,13,0,0,2947,2947,0
lib_a-envlock.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-errno.o,..\..\components\newlib\armca5\libc.a,12,0,0,0,12,12,0
lib_a-fclose.o,..\..\components\newlib\armca5\libc.a,184,0,0,0,184,184,0
lib_a-fflush.o,..\..\components\newlib\armca5\libc.a,394,0,0,0,394,394,0
lib_a-findfp.o,..\..\components\newlib\armca5\libc.a,404,0,0,0,404,404,0
lib_a-flags.o,..\..\components\newlib\armca5\libc.a,108,0,0,0,108,108,0
lib_a-fopen.o,..\..\components\newlib\armca5\libc.a,184,0,0,0,184,184,0
lib_a-fputc.o,..\..\components\newlib\armca5\libc.a,86,0,0,0,86,86,0
lib_a-fputwc.o,..\..\components\newlib\armca5\libc.a,212,0,0,0,212,212,0
lib_a-fread.o,..\..\components\newlib\armca5\libc.a,240,0,0,0,240,240,0
lib_a-fseek.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-fseeko.o,..\..\components\newlib\armca5\libc.a,664,0,0,0,664,664,0
lib_a-ftell.o,..\..\components\newlib\armca5\libc.a,16,0,0,0,16,16,0
lib_a-ftello.o,..\..\components\newlib\armca5\libc.a,192,0,0,0,192,192,0
lib_a-fvwrite.o,..\..\components\newlib\armca5\libc.a,660,0,0,0,660,660,0
lib_a-fwalk.o,..\..\components\newlib\armca5\libc.a,124,0,0,0,124,124,0
lib_a-fwrite.o,..\..\components\newlib\armca5\libc.a,184,0,0,0,184,184,0
lib_a-gdtoa-gethex.o,..\..\components\newlib\armca5\libc.a,1316,0,0,0,1316,1316,0
lib_a-gdtoa-hexnan.o,..\..\components\newlib\armca5\libc.a,388,0,0,0,388,388,0
lib_a-getenv.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-getenv_r.o,..\..\components\newlib\armca5\libc.a,130,0,0,0,130,130,0
lib_a-gettzinfo.o,..\..\components\newlib\armca5\libc.a,8,0,88,0,8,96,88
lib_a-gmtime.o,..\..\components\newlib\armca5\libc.a,16,0,0,0,16,16,0
lib_a-gmtime_r.o,..\..\components\newlib\armca5\libc.a,412,0,0,0,412,412,0
lib_a-impure.o,..\..\components\newlib\armca5\libc.a,0,4,1068,0,4,1072,1068
lib_a-iswspace.o,..\..\components\newlib\armca5\libc.a,6,0,0,0,6,6,0
lib_a-iswspace_l.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-itoa.o,..\..\components\newlib\armca5\libc.a,52,0,0,0,52,52,0
lib_a-lnumeric.o,..\..\components\newlib\armca5\libc.a,0,15,2,0,15,17,2
lib_a-locale.o,..\..\components\newlib\armca5\libc.a,12,12,364,0,24,388,364
lib_a-localeconv.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-lock.o,..\..\components\newlib\armca5\libc.a,12,0,0,9,12,12,9
lib_a-makebuf.o,..\..\components\newlib\armca5\libc.a,210,0,0,0,210,210,0
lib_a-mbrtowc.o,..\..\components\newlib\armca5\libc.a,52,1,0,0,53,53,0
lib_a-mbtowc_r.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-memchr.o,..\..\components\newlib\armca5\libc.a,232,0,0,0,232,232,0
lib_a-memcmp.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-memcpy-stub.o,..\..\components\newlib\armca5\libc.a,200,0,0,0,200,200,0
lib_a-memmove.o,..\..\components\newlib\armca5\libc.a,212,0,0,0,212,212,0
lib_a-memset.o,..\..\components\newlib\armca5\libc.a,168,0,0,0,168,168,0
lib_a-mktime.o,..\..\components\newlib\armca5\libc.a,1212,96,0,0,1308,1308,0
lib_a-month_lengths.o,..\..\components\newlib\armca5\libc.a,0,96,0,0,96,96,0
lib_a-mprec.o,..\..\components\newlib\armca5\libc.a,2090,252,0,0,2342,2342,0
lib_a-printf.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-putc.o,..\..\components\newlib\armca5\libc.a,104,0,0,0,104,104,0
lib_a-puts.o,..\..\components\newlib\armca5\libc.a,156,42,0,0,198,198,0
lib_a-qsort.o,..\..\components\newlib\armca5\libc.a,808,0,0,0,808,808,0
lib_a-rand.o,..\..\components\newlib\armca5\libc.a,80,0,0,0,80,80,0
lib_a-reent.o,..\..\components\newlib\armca5\libc.a,146,0,0,0,146,146,0
lib_a-refill.o,..\..\components\newlib\armca5\libc.a,278,0,0,0,278,278,0
lib_a-s_frexp.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-s_nan.o,..\..\components\newlib\armca5\libc.a,16,0,0,0,16,16,0
lib_a-sccl.o,..\..\components\newlib\armca5\libc.a,116,0,0,0,116,116,0
lib_a-sf_nan.o,..\..\components\newlib\armca5\libc.a,12,0,0,0,12,12,0
lib_a-siscanf.o,..\..\components\newlib\armca5\libc.a,84,0,0,0,84,84,0
lib_a-snprintf.o,..\..\components\newlib\armca5\libc.a,104,0,0,0,104,104,0
lib_a-sprintf.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-sscanf.o,..\..\components\newlib\armca5\libc.a,84,0,0,0,84,84,0
lib_a-stdio.o,..\..\components\newlib\armca5\libc.a,140,0,0,0,140,140,0
lib_a-strcasecmp.o,..\..\components\newlib\armca5\libc.a,68,0,0,0,68,68,0
lib_a-strcat.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-strchr.o,..\..\components\newlib\armca5\libc.a,208,0,0,0,208,208,0
lib_a-strcmp.o,..\..\components\newlib\armca5\libc.a,732,0,0,0,732,732,0
lib_a-strcpy.o,..\..\components\newlib\armca5\libc.a,196,0,0,0,196,196,0
lib_a-strcspn.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-strdup.o,..\..\components\newlib\armca5\libc.a,16,0,0,0,16,16,0
lib_a-strdup_r.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-strerror.o,..\..\components\newlib\armca5\libc.a,1152,1792,0,0,2944,2944,0
lib_a-strlen.o,..\..\components\newlib\armca5\libc.a,220,0,0,0,220,220,0
lib_a-strncasecmp.o,..\..\components\newlib\armca5\libc.a,84,0,0,0,84,84,0
lib_a-strncat.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-strncmp.o,..\..\components\newlib\armca5\libc.a,132,0,0,0,132,132,0
lib_a-strncpy.o,..\..\components\newlib\armca5\libc.a,116,0,0,0,116,116,0
lib_a-strndup.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-strndup_r.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-strnlen.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-strpbrk.o,..\..\components\newlib\armca5\libc.a,56,0,0,0,56,56,0
lib_a-strrchr.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-strspn.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-strstr.o,..\..\components\newlib\armca5\libc.a,1092,0,0,0,1092,1092,0
lib_a-strtod.o,..\..\components\newlib\armca5\libc.a,3020,122,0,0,3142,3142,0
lib_a-strtok.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-strtok_r.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-strtol.o,..\..\components\newlib\armca5\libc.a,260,0,0,0,260,260,0
lib_a-strtoll.o,..\..\components\newlib\armca5\libc.a,324,0,0,0,324,324,0
lib_a-strtoul.o,..\..\components\newlib\armca5\libc.a,268,0,0,0,268,268,0
lib_a-strtoull.o,..\..\components\newlib\armca5\libc.a,312,0,0,0,312,312,0
lib_a-svfiprintf.o,..\..\components\newlib\armca5\libc.a,234,0,0,0,234,234,0
lib_a-svfiscanf.o,..\..\components\newlib\armca5\libc.a,4158,34,0,0,4192,4192,0
lib_a-svfprintf.o,..\..\components\newlib\armca5\libc.a,4884,78,0,0,4962,4962,0
lib_a-svfscanf.o,..\..\components\newlib\armca5\libc.a,4796,39,0,0,4835,4835,0
lib_a-time.o,..\..\components\newlib\armca5\libc.a,38,0,0,0,38,38,0
lib_a-tzcalc_limits.o,..\..\components\newlib\armca5\libc.a,340,0,0,0,340,340,0
lib_a-tzlock.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-tzset.o,..\..\components\newlib\armca5\libc.a,12,0,0,0,12,12,0
lib_a-tzset_r.o,..\..\components\newlib\armca5\libc.a,772,56,0,26,828,828,26
lib_a-tzvars.o,..\..\components\newlib\armca5\libc.a,0,4,8,8,4,12,16
lib_a-u_strerr.o,..\..\components\newlib\armca5\libc.a,4,0,0,0,4,4,0
lib_a-ungetc.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-utoa.o,..\..\components\newlib\armca5\libc.a,120,37,0,0,157,157,0
lib_a-vfiprintf.o,..\..\components\newlib\armca5\libc.a,104,0,0,0,104,104,0
lib_a-vfprintf.o,..\..\components\newlib\armca5\libc.a,5200,91,0,0,5291,5291,0
lib_a-vsnprintf.o,..\..\components\newlib\armca5\libc.a,116,0,0,0,116,116,0
lib_a-vsscanf.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-wbuf.o,..\..\components\newlib\armca5\libc.a,146,0,0,0,146,146,0
lib_a-wcrtomb.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-wctomb_r.o,..\..\components\newlib\armca5\libc.a,26,0,0,0,26,26,0
lib_a-wsetup.o,..\..\components\newlib\armca5\libc.a,176,0,0,0,176,176,0
lib_a-xpg_strerror_r.o,..\..\components\newlib\armca5\libc.a,100,0,0,0,100,100,0
ql_audio.c.obj,..\..\components\ql-kernel\libs\liboql_api_audio.a,9768,3483,0,156,13251,13251,156
ql_power.c.obj,..\..\components\ql-kernel\libs\liboql_api_power.a,2456,1693,38,35,4149,4187,73
ql_gnss.c.obj,..\..\components\ql-kernel\libs\liboql_gnss.a,1040,823,0,388,1863,1863,388
quec_modem_interface.c.obj,..\..\components\ql-kernel\libs\libq_modem.a,504,230,0,0,734,734,0
ql_adc.c.obj,..\..\components\ql-kernel\libs\libql_api_adc.a,472,56,2,0,528,530,2
ql_api_ble.c.obj,..\..\components\ql-kernel\libs\libql_api_ble.a,6402,2293,0,16,8695,8695,16
ql_gatt_client.c.obj,..\..\components\ql-kernel\libs\libql_api_ble_gatt.a,6586,3932,108,24,10518,10626,132
ql_gatt_server.c.obj,..\..\components\ql-kernel\libs\libql_api_ble_gatt.a,7936,4975,72,51,12911,12983,123
ql_api_bt.c.obj,..\..\components\ql-kernel\libs\libql_api_bt.a,2422,1357,0,0,3779,3779,0
ql_api_bt_ble.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_ble.a,2484,1396,0,152,3880,3880,152
ql_bt_hfp.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_hfp.a,3140,1771,60,26,4911,4971,86
ql_api_camera.c.obj,..\..\components\ql-kernel\libs\libql_api_camera.a,1400,1037,0,52,2437,2437,52
ql_log.c.obj,..\..\components\ql-kernel\libs\libql_api_common.a,188,45,1,0,233,234,1
ql_api_datacall.c.obj,..\..\components\ql-kernel\libs\libql_api_datacall.a,7900,4111,0,152,12011,12011,152
ql_api_dev.c.obj,..\..\components\ql-kernel\libs\libql_api_dev.a,1938,837,1,1,2775,2776,2
ql_api_fota.c.obj,..\..\components\ql-kernel\libs\libql_api_fota.a,1664,1299,2,0,2963,2965,2
ql_fs.c.obj,..\..\components\ql-kernel\libs\libql_api_fs.a,5188,2080,0,0,7268,7268,0
ql_fs_handler.c.obj,..\..\components\ql-kernel\libs\libql_api_fs.a,2754,1013,156,20,3767,3923,176
ql_ftp_client.c.obj,..\..\components\ql-kernel\libs\libql_api_ftp.a,3490,571,0,0,4061,4061,0
ql_ftp_parse.c.obj,..\..\components\ql-kernel\libs\libql_api_ftp.a,3182,564,8,0,3746,3754,8
ql_gpio.c.obj,..\..\components\ql-kernel\libs\libql_api_gpio.a,2948,839,0,256,3787,3787,256
ql_http_client.c.obj,..\..\components\ql-kernel\libs\libql_api_http.a,2184,410,0,4,2594,2594,4
ql_i2c.c.obj,..\..\components\ql-kernel\libs\libql_api_i2c.a,644,431,24,0,1075,1099,24
ql_keypad.c.obj,..\..\components\ql-kernel\libs\libql_api_keypad.a,370,299,31,0,669,700,31
ql_lcd.c.obj,..\..\components\ql-kernel\libs\libql_api_lcd.a,1714,472,5,9,2186,2191,14
ql_mqttclient.c.obj,..\..\components\ql-kernel\libs\libql_api_mqtt.a,2950,397,0,24,3347,3347,24
ql_api_nw.c.obj,..\..\components\ql-kernel\libs\libql_api_nw.a,9354,3990,100,68,13344,13444,168
ql_api_osi.c.obj,..\..\components\ql-kernel\libs\libql_api_osi.a,3866,1562,12,36,5428,5440,48
quec_event.c.obj,..\..\components\ql-kernel\libs\libql_api_osi.a,2318,1932,4,20,4250,4254,24
ql_led.c.obj,..\..\components\ql-kernel\libs\libql_api_pwm.a,164,0,0,5,164,164,5
ql_pwm.c.obj,..\..\components\ql-kernel\libs\libql_api_pwm.a,776,792,80,0,1568,1648,80
ql_api_rtc.c.obj,..\..\components\ql-kernel\libs\libql_api_rtc.a,1602,1353,76,28,2955,3031,104
ql_sdmmc.c.obj,..\..\components\ql-kernel\libs\libql_api_sdmmc.a,1258,212,0,4,1470,1470,4
ql_api_sim.c.obj,..\..\components\ql-kernel\libs\libql_api_sim.a,4136,1395,8,12,5531,5539,20
ql_api_sms.c.obj,..\..\components\ql-kernel\libs\libql_api_sms.a,4224,669,0,4,4893,4893,4
ql_sms_utf.c.obj,..\..\components\ql-kernel\libs\libql_api_sms.a,1106,280,0,0,1386,1386,0
ql_api_spi.c.obj,..\..\components\ql-kernel\libs\libql_api_spi.a,2102,731,0,72,2833,2833,72
ql_api_spi6_ext_nor_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi6_ext_nor_flash.a,84,32,0,0,116,116,0
ql_api_spi_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_flash.a,220,103,0,0,323,323,0
ql_api_spi_nand_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_nand_flash.a,1656,710,0,1,2366,2366,1
ql_api_spi_nor_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_nor_flash.a,2072,671,8,8,2743,2751,16
ql_uart.c.obj,..\..\components\ql-kernel\libs\libql_api_uart.a,4202,1773,36,144,5975,6011,180
ql_usb.c.obj,..\..\components\ql-kernel\libs\libql_api_usb.a,330,223,0,4,553,553,4
quec_usb_audio.c.obj,..\..\components\ql-kernel\libs\libql_api_usb.a,3120,1157,0,12,4277,4277,12
ql_api_virt_at.c.obj,..\..\components\ql-kernel\libs\libql_api_virt_at.a,1200,822,0,4,2022,2022,4
ql_api_voice_call.c.obj,..\..\components\ql-kernel\libs\libql_api_voice_call.a,4518,1474,80,4,5992,6072,84
ql_wifi_scan.c.obj,..\..\components\ql-kernel\libs\libql_api_wifiscan.a,1380,842,16,14,2222,2238,30
ql_ssl_ctx.c.obj,..\..\components\ql-kernel\libs\libql_apptcpip.a,798,0,0,576,798,798,576
ql_tcpip_app.c.obj,..\..\components\ql-kernel\libs\libql_at.a,8768,1743,56,48,10511,10567,104
quec_at_app_init.c.obj,..\..\components\ql-kernel\libs\libql_at.a,40,0,0,0,40,40,0
quec_at_engine.c.obj,..\..\components\ql-kernel\libs\libql_at.a,458,100,0,0,558,558,0
quec_atcmd_general.c.obj,..\..\components\ql-kernel\libs\libql_at.a,12804,4332,316,30,17136,17452,346
quec_atcmd_hw.c.obj,..\..\components\ql-kernel\libs\libql_at.a,772,141,0,0,913,913,0
quec_atcmd_network.c.obj,..\..\components\ql-kernel\libs\libql_at.a,12244,2772,0,1502,15016,15016,1502
quec_atcmd_qcfg.c.obj,..\..\components\ql-kernel\libs\libql_at.a,4560,1761,109,1,6321,6430,110
quec_atcmd_qdbgcfg.c.obj,..\..\components\ql-kernel\libs\libql_at.a,3644,1064,194,16,4708,4902,210
quec_atcmd_sdmmc.c.obj,..\..\components\ql-kernel\libs\libql_at.a,540,189,0,0,729,729,0
quec_atcmd_sim.c.obj,..\..\components\ql-kernel\libs\libql_at.a,1628,388,0,0,2016,2016,0
quec_atcmd_spi6nor.c.obj,..\..\components\ql-kernel\libs\libql_at.a,148,37,0,0,185,185,0
quec_data_engine.c.obj,..\..\components\ql-kernel\libs\libql_at.a,890,193,0,12,1083,1083,12
quec_msg_process.c.obj,..\..\components\ql-kernel\libs\libql_at.a,400,132,0,8,532,532,8
quec_camera.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,1288,279,0,1,1567,1567,1
quec_led_task.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,340,132,8,4,472,480,12
quec_sdmmc_cfg.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,2112,505,0,522,2617,2617,522
quec_usb_driver.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,1460,546,24,4,2006,2030,28
base64.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,548,89,0,0,637,637,0
conncache.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1412,130,0,0,1542,1542,0
connect.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3612,779,0,0,4391,4391,0
content_encoding.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4,0,0,0,4,4,0
curl_addrinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,730,0,0,0,730,730,0
curl_ctype.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,208,128,0,0,336,336,0
curl_fnmatch.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1070,49,0,0,1119,1119,0
curl_path.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,580,9,0,0,589,589,0
curl_range.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,276,144,0,0,420,420,0
dotdot.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,360,28,0,0,388,388,0
dynbuf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,540,0,0,0,540,540,0
easy.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,598,127,20,4,725,745,24
escape.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,278,0,0,0,278,278,0
fileinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,52,0,0,0,52,52,0
ftp.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,12740,4074,0,0,16814,16814,0
ftplistparser.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2396,54,0,0,2450,2450,0
getenv.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,32,0,0,0,32,32,0
getinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1888,59,0,0,1947,1947,0
hash.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,656,0,0,0,656,656,0
hostip.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1916,441,0,0,2357,2357,0
hostip6.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,252,33,0,0,285,285,0
http_proxy.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2,0,0,0,2,2,0
if2ip.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,132,0,0,0,132,132,0
inet_ntop.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,480,45,0,0,525,525,0
inet_pton.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,432,45,0,0,477,477,0
libssh2.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,11434,5618,0,0,17052,17052,0
llist.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,192,0,0,0,192,192,0
mbedtls.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3154,1494,0,0,4648,4648,0
mprintf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3168,91,0,0,3259,3259,0
multi.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,8312,1077,0,0,9389,9389,0
nonblock.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,32,0,0,0,32,32,0
parsedate.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1140,1140,0,0,2280,2280,0
pingpong.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1332,239,0,0,1571,1571,0
progress.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1726,19,0,0,1745,1745,0
quectel_curl_io.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,302,129,0,4,431,431,4
select.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,838,0,0,0,838,838,0
sendf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1286,277,0,0,1563,1563,0
setopt.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,6828,1,0,0,6829,6829,0
share.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,72,0,0,0,72,72,0
slist.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,144,0,0,0,144,144,0
socketpair.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,6,0,0,0,6,6,0
socks.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2832,2743,0,0,5575,5575,0
speedcheck.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,184,77,0,0,261,261,0
splay.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,650,32,0,0,682,682,0
strcase.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,164,0,0,0,164,164,0
strdup.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,44,0,0,0,44,44,0
strerror.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,152,3742,0,0,3894,3894,0
strtoofft.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,114,0,0,0,114,114,0
timeval.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,270,0,0,0,270,270,0
transfer.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4146,1073,0,0,5219,5219,0
url.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,10914,1751,0,0,12665,12665,0
urlapi.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4734,261,0,0,4995,4995,0
vtls.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3566,333,12,209,3899,3911,221
warnless.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,100,0,0,0,100,100,0
wildcard.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,98,0,0,0,98,98,0
ql_ext_codec.c.obj,..\..\components\ql-kernel\libs\libql_ext_codec.a,70,0,0,0,70,70,0
quec_fatfs_mpal.c.obj,..\..\components\ql-kernel\libs\libql_fatfs_ex.a,2496,873,0,324,3369,3369,324
quec_sfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,4860,1316,16,0,6176,6192,16
quec_vfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,404,161,0,0,565,565,0
quec_ftp_client_c.c.obj,..\..\components\ql-kernel\libs\libql_ftp.a,11268,2728,0,0,13996,13996,0
quec_gnss_handle.c.obj,..\..\components\ql-kernel\libs\libql_gnss_aux.a,11024,8758,10,499,19782,19792,509
quec_http_client.c.obj,..\..\components\ql-kernel\libs\libql_http.a,14212,3319,90,13,17531,17621,103
ql_lbs_client.c.obj,..\..\components\ql-kernel\libs\libql_lbs.a,5744,950,0,12,6694,6694,12
mqtt_packet.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,2306,488,0,0,2794,2794,0
ql_mqtt_client.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,9772,1410,0,16,11182,11182,16
quec_onenet_token.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,1224,414,0,0,1638,1638,0
ql_socket.c.obj,..\..\components\ql-kernel\libs\libql_net.a,5394,1114,0,34,6508,6508,34
ql_ssl.c.obj,..\..\components\ql-kernel\libs\libql_net.a,4320,832,0,28,5152,5152,28
ql_ntp_client.c.obj,..\..\components\ql-kernel\libs\libql_ntp.a,2618,617,0,12,3235,3235,12
ql_ping_app.c.obj,..\..\components\ql-kernel\libs\libql_ping.a,2372,647,0,12,3019,3019,12
quec_power_mg.c.obj,..\..\components\ql-kernel\libs\libql_power.a,2458,1392,100,49,3850,3950,149
ber_tlv_length.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,184,0,0,0,184,184,0
ber_tlv_tag.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,206,0,0,0,206,206,0
quec_linklist.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,1688,0,0,0,1688,1688,0
quec_urc.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,8,0,0,2,8,8,2
base64.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,184,65,0,0,249,249,0
data_conversion.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,310,0,0,0,310,310,0
quec_aes.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,204,202,0,0,406,406,0
quec_sha1.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,234,0,0,0,234,234,0
quec_utf8.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,152,0,108,0,152,260,108
ringbuffer.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,228,0,0,0,228,228,0
quec_init.c.obj,..\..\components\ql-kernel\libs\libquectel.a,340,199,4,0,539,543,4
quec_ver.c.obj,..\..\components\ql-kernel\libs\libquectel.a,0,34,0,0,34,34,0
_aeabi_ldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,160,0,0,0,160,160,0
_aeabi_uldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,48,0,0,0,48,48,0
_arm_addsubdf3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\lib\gcc\arm-none-eabi\7.2.1\thumb\v7-ar\fpv3\hard\libgcc.a,888,0,0,0,888,888,0
